age,monthly_charges,tenure,n_monthly_visits,monthly_products,total_charges,irrelevant_1,irrelevant_2
33,1327,40,7,2.0,56362.03,0.54,0.38
49,1756,44,2,5.0,102319.19,0.3,-1.06
41,723,11,3,1.0,8068.88,0.36,1.87
63,2539,32,0,11.0,54262.82,0.98,-0.88
74,1737,35,3,6.0,31205.29,0.43,0.23
65,1278,36,8,2.0,34321.03,0.05,-0.13
66,1643,54,9,5.0,117838.52,0.38,-0.46
77,1184,48,5,6.0,45549.33,0.79,1.3
56,1452,19,7,3.0,18551.87,0.39,-0.92
57,744,49,3,4.0,40784.7,0.5,-0.33
58,1348,36,0,6.0,72667.02,0.62,0.66
58,910,37,5,4.0,22263.37,0.73,-1.22
42,1189,15,9,3.0,24690.87,0.29,-0.67
30,1175,41,8,3.0,30447.37,0.87,1.46
43,436,20,2,2.0,4933.25,0.2,0.92
53,615,50,0,2.0,28655.08,0.99,-0.3
79,475,60,3,1.0,18640.92,0.98,0.22
64,1109,50,6,3.0,63235.12,0.18,-1.2
63,563,46,1,1.0,27463.88,0.79,0.65
37,195,16,8,1.0,3604.85,0.27,-1.55
35,2384,19,2,8.0,53949.7,0.41,0.45
68,2121,31,7,9.0,81763.4,0.25,1.72
25,1627,28,8,6.0,53895.26,0.52,1.22
61,33,48,4,1.0,1990.67,0.29,-0.45
54,1204,33,1,3.0,38941.62,0.5,-2.01
79,1990,36,6,9.0,43035.46,0.74,0.45
21,2740,19,2,12.0,64297.62,0.34,-0.04
39,318,38,0,1.0,16024.15,0.55,0.4
37,1611,30,7,4.0,48078.2,0.89,-0.61
57,1599,26,7,8.0,29374.11,0.59,0.94
78,2577,57,8,8.0,151458.11,0.52,0.17
20,2318,29,7,7.0,76496.55,0.6,-0.04
65,333,55,6,1.0,25351.78,0.86,0.24
71,1021,33,4,5.0,48686.76,0.65,0.34
50,877,31,1,1.0,39298.65,0.87,-0.66
38,985,23,7,3.0,23593.16,0.7,-0.69
20,577,14,6,1.0,6807.87,0.2,-0.57
67,1292,63,2,3.0,108194.6,0.87,0.35
73,705,63,0,1.0,66460.89,0.46,1.84
56,1363,29,5,2.0,24435.34,0.56,-2.62
60,2192,57,9,8.0,131003.1,0.4,0.27
71,1298,51,6,4.0,48323.19,0.5,-0.57
48,1640,23,0,5.0,28815.21,0.28,-0.24
63,2823,27,7,13.0,99049.91,0.96,-0.59
51,1211,27,8,4.0,29937.93,0.57,0.67
68,1134,43,4,3.0,62574.97,0.48,-0.11
66,2201,24,3,9.0,55983.35,0.04,-0.49
75,1442,32,4,8.0,65078.95,0.49,1.09
45,1686,21,4,8.0,24572.45,0.01,1.55
62,2076,26,1,5.0,40046.28,0.93,0.51
58,835,41,1,3.0,49519.21,0.42,1.26
55,861,38,3,3.0,22703.25,0.99,0.47
30,1072,32,8,6.0,29700.88,0.91,-0.94
65,2934,41,0,11.0,144765.21,0.66,0.35
56,2293,36,8,7.0,55105.49,0.2,0.29
55,1213,31,3,5.0,25680.44,0.7,0.12
31,875,6,0,4.0,3352.64,0.28,1.4
50,912,52,0,3.0,50314.71,0.62,0.47
66,595,48,4,1.0,42788.32,0.51,1.78
27,348,12,8,2.0,5401.21,0.9,-0.3
68,230,62,2,1.0,14863.76,0.79,-1.31
61,876,57,9,6.0,66757.74,0.68,1.48
75,373,36,9,1.0,10422.5,0.53,-0.39
23,2813,3,1,12.0,11549.48,0.18,1.07
62,575,50,7,1.0,16422.8,0.51,0.01
35,2799,27,8,12.0,57891.3,0.76,0.58
43,525,33,8,1.0,13672.79,0.1,2.38
74,1590,44,6,6.0,94421.45,0.28,-0.91
78,409,69,5,1.0,19461.23,0.59,0.47
68,2512,48,9,12.0,99865.93,0.31,0.28
24,2551,12,1,10.0,45643.02,0.12,-1.76
56,702,23,4,1.0,12092.99,0.83,1.41
79,1458,30,8,3.0,47920.87,0.6,-0.91
30,2260,23,2,5.0,56613.79,0.04,0.07
62,1529,34,5,6.0,75720.12,0.8,0.26
48,2803,17,0,11.0,39401.86,0.62,-0.42
39,2205,13,1,7.0,35143.94,0.43,-0.84
54,1241,49,6,6.0,86715.81,0.45,0.52
59,862,55,3,5.0,61828.37,0.15,-0.12
20,1823,2,7,8.0,4198.49,0.72,1.16
36,1395,36,7,7.0,56362.98,0.88,1.0
52,2356,19,3,3.0,56817.98,0.61,0.81
56,1090,19,5,3.0,26847.12,0.9,-0.34
22,433,27,3,2.0,13745.72,0.74,-0.02
66,319,30,9,1.0,10851.93,0.68,0.73
71,1094,51,2,2.0,74087.55,0.7,-0.12
59,2549,29,8,9.0,44290.9,0.03,1.86
29,1863,39,6,8.0,80010.81,0.18,0.15
58,2208,39,8,6.0,87443.69,0.56,1.22
45,1667,22,4,7.0,26968.36,0.48,1.21
35,519,36,2,1.0,22592.0,0.42,-0.45
37,1892,30,9,8.0,43982.91,0.59,0.24
33,82,30,9,2.0,1331.65,0.23,0.81
39,2729,20,0,7.0,32985.4,0.43,0.48
62,1759,34,3,7.0,47964.56,0.51,0.84
32,1268,41,3,6.0,40725.5,0.55,-0.87
47,1260,25,0,5.0,30158.63,0.01,0.24
70,2639,57,5,9.0,222737.85,0.74,-1.97
64,398,62,1,1.0,22201.12,0.38,-1.07
26,879,6,8,3.0,7268.47,0.83,0.23
48,75,37,1,3.0,1468.57,0.37,-0.67
38,1758,25,8,4.0,60696.96,0.81,2.24
37,2132,16,8,10.0,41626.99,0.21,-0.45
26,287,16,3,1.0,3785.52,0.03,1.14
59,1658,24,9,8.0,34146.69,0.78,-1.15
20,953,15,3,3.0,15324.18,0.97,-0.85
50,2754,25,2,9.0,93216.57,0.61,-0.08
33,2311,33,0,10.0,82122.75,0.25,-0.86
48,1667,32,4,7.0,38292.73,0.86,1.38
71,874,51,1,2.0,57085.09,0.82,-0.75
39,529,11,5,2.0,4520.91,0.02,-1.19
26,2827,28,7,9.0,110926.18,0.03,-0.31
76,2772,66,9,13.0,160275.56,0.27,0.04
78,1407,51,8,4.0,56995.19,0.16,0.84
20,1809,4,5,5.0,10111.45,0.8,1.56
63,2233,57,2,10.0,186384.69,0.82,0.36
44,1792,36,5,9.0,68521.32,0.77,-0.01
33,215,24,1,1.0,5809.08,0.64,-0.76
45,74,34,6,1.0,3586.85,0.06,0.65
63,2461,27,1,10.0,77639.15,0.49,1.5
38,2810,32,5,14.0,65899.9,0.91,-0.64
77,312,63,2,3.0,15573.24,0.56,-0.08
59,890,44,2,6.0,49305.07,0.57,-0.2
49,2162,21,0,5.0,36602.32,0.82,-0.2
26,2440,10,2,16.0,27680.04,0.83,-0.29
67,595,43,0,1.0,15317.37,0.81,0.08
57,1619,38,3,7.0,54850.03,0.28,-0.32
28,2603,19,5,9.0,32524.58,0.93,1.6
54,343,23,8,3.0,8688.6,0.4,0.67
26,2298,26,1,7.0,63931.61,0.68,-0.71
68,156,62,7,1.0,13467.1,0.16,0.99
51,1490,29,0,5.0,48219.18,0.8,0.4
74,1938,49,2,6.0,101569.53,0.71,0.84
79,60,36,3,1.0,2352.09,0.9,0.44
29,2429,41,1,8.0,120630.07,0.8,-0.62
25,623,27,6,1.0,20680.01,0.5,0.12
47,257,25,5,1.0,8311.38,0.07,1.76
56,1559,54,1,9.0,94770.36,0.17,-1.54
36,978,37,3,3.0,39966.23,0.37,-0.7
53,2518,50,9,7.0,153098.17,0.9,-0.26
60,366,25,3,1.0,5200.56,0.84,-1.15
47,261,50,1,3.0,19420.17,0.57,1.31
62,1043,24,4,4.0,13936.43,0.2,0.78
76,165,49,7,3.0,7303.41,0.68,0.18
58,2596,38,0,10.0,106748.62,0.42,-0.58
32,1810,39,8,11.0,104070.05,0.33,-0.79
29,1435,28,2,9.0,29501.97,0.64,0.06
46,2590,53,8,10.0,104202.07,0.14,0.4
73,1020,60,6,3.0,56701.23,0.34,-0.19
73,2760,33,9,10.0,118748.21,0.98,-0.36
49,1713,25,9,5.0,38594.62,0.65,-1.25
69,967,49,6,2.0,39752.29,0.06,-1.02
28,897,38,4,2.0,49468.53,0.92,0.52
67,123,35,7,1.0,4676.93,0.86,-0.54
57,1038,47,5,1.0,46779.54,0.64,0.39
29,2353,25,2,13.0,79364.6,0.95,-1.08
40,1877,11,4,6.0,20458.72,0.58,0.08
60,744,24,8,3.0,12453.93,0.56,-0.35
24,1250,29,0,1.0,53886.15,0.76,-1.87
47,945,47,4,6.0,47880.54,0.52,-1.15
35,420,43,1,1.0,26762.29,0.2,0.46
24,1059,35,3,7.0,52228.36,0.68,0.43
75,2938,50,5,10.0,85100.7,0.25,1.14
66,2776,29,1,10.0,94740.53,0.88,0.37
30,1482,40,3,8.0,30301.33,0.9,0.74
53,1468,22,5,4.0,23953.21,0.01,0.36
61,2775,46,5,9.0,134271.11,0.97,0.82
68,2884,45,2,9.0,166084.28,0.57,0.41
53,2913,55,6,11.0,106908.83,0.94,-1.63
66,2953,32,6,9.0,50035.0,0.03,-0.85
58,1803,23,7,7.0,57556.94,0.24,1.01
48,2169,18,2,4.0,40501.51,0.7,0.05
76,83,36,3,1.0,3458.33,0.49,0.78
71,63,34,0,1.0,1794.78,0.77,1.61
78,110,48,4,1.0,7525.36,0.1,-1.11
37,605,30,1,1.0,10271.82,0.96,0.94
39,2611,41,3,10.0,89965.36,0.15,-2.29
26,1655,39,1,6.0,51401.97,0.38,-0.58
55,281,56,7,1.0,20812.6,0.94,-0.85
57,1204,48,3,3.0,50886.48,0.39,-1.81
52,1333,25,0,1.0,38524.88,0.09,0.62
55,1419,52,7,3.0,92753.43,0.01,0.69
67,2296,49,2,11.0,160257.57,0.41,-0.94
57,2525,28,8,9.0,91265.33,0.63,-0.34
37,1365,32,8,4.0,65205.75,0.55,0.73
39,1250,18,6,6.0,29405.99,0.78,-0.36
60,2689,21,1,9.0,30842.83,0.5,-2.13
52,2860,23,6,11.0,37778.79,0.1,-1.24
59,2389,46,2,8.0,94731.93,0.33,-1.25
55,860,45,9,6.0,41845.85,0.81,0.52
55,658,53,5,4.0,45047.06,0.43,-0.23
48,1282,38,8,4.0,40247.82,0.92,-0.94
54,1400,31,0,6.0,53119.11,0.23,-0.29
79,1006,63,8,2.0,54035.51,0.26,0.39
35,328,36,3,1.0,11456.26,0.23,0.55
24,377,42,7,2.0,20658.46,0.36,0.81
60,660,58,9,4.0,38642.9,0.93,-2.24
76,1349,66,6,4.0,78211.09,0.05,-1.44
20,10,22,0,1.0,230.5,0.35,0.8
43,865,33,9,1.0,29611.8,0.19,-1.17
28,2538,40,9,7.0,136596.59,0.44,0.63
31,1868,7,7,8.0,16611.99,0.83,-1.43
68,1792,50,6,7.0,132839.28,0.86,-0.59
76,360,54,7,1.0,10412.01,0.76,-0.24
26,2667,6,9,12.0,11294.79,0.6,-1.62
56,699,50,5,1.0,24692.5,0.12,0.76
30,13,30,3,1.0,264.73,0.44,-0.78
66,1540,42,0,4.0,38797.33,0.48,-0.22
38,2455,25,1,11.0,84177.74,0.57,-0.29
39,1695,31,9,8.0,26881.64,0.47,-0.73
79,155,54,7,2.0,5833.62,0.36,1.72
36,1408,43,1,3.0,88129.0,0.74,-0.23
71,1496,31,9,5.0,34886.76,0.75,0.91
69,2269,25,3,6.0,31220.8,0.91,-1.12
53,1805,19,1,8.0,30237.19,0.48,1.39
49,385,26,6,3.0,5282.51,0.72,-0.68
58,2132,57,9,8.0,180035.83,0.17,0.69
27,2835,8,2,15.0,29534.42,0.48,0.28
44,1153,35,0,3.0,29822.58,0.17,0.71
56,1616,41,5,6.0,55968.57,0.48,-0.79
45,102,26,0,1.0,2368.83,0.94,0.11
64,252,38,1,1.0,13281.17,0.41,0.24
36,1205,12,0,4.0,16810.19,0.34,-0.72
63,44,32,9,1.0,2072.11,0.62,0.56
79,107,48,7,1.0,7350.85,0.14,0.31
56,854,24,3,1.0,30645.99,0.12,-0.39
68,1133,29,4,8.0,42113.42,0.32,-0.62
77,961,47,7,6.0,23057.8,0.83,-1.45
47,1657,20,1,4.0,39800.36,0.41,-0.16
67,2538,25,5,7.0,50815.58,0.65,-0.37
47,2776,42,0,10.0,172262.95,0.93,0.23
77,2289,53,6,10.0,159512.9,0.88,0.03
28,1218,35,3,4.0,55548.41,0.95,-0.86
67,1684,28,5,7.0,44926.44,0.38,-0.17
59,2997,46,0,9.0,162386.16,0.09,-0.33
21,331,2,2,1.0,742.09,0.96,-1.63
50,2223,38,4,6.0,64554.6,0.12,-0.34
61,1522,50,0,4.0,85767.66,0.21,-0.22
74,2228,53,7,7.0,94405.42,0.22,-0.94
27,243,37,5,1.0,4819.94,0.61,1.3
43,1905,28,1,11.0,64046.68,0.8,0.57
41,1639,38,1,7.0,59478.88,0.03,-0.84
63,489,44,0,3.0,26399.13,0.3,0.4
43,2828,48,7,13.0,133630.98,0.06,-1.49
28,2389,42,7,12.0,139207.82,0.98,0.44
69,1839,48,4,6.0,119804.53,0.97,-0.02
32,324,41,9,1.0,19487.65,0.91,-1.36
69,1060,26,4,4.0,37898.51,0.96,0.08
33,2356,29,5,7.0,76445.49,0.5,0.7
45,1836,17,9,7.0,37691.12,0.17,1.42
49,1141,36,2,3.0,48941.4,0.75,-1.4
39,1257,24,9,7.0,20350.6,0.46,0.19
31,134,10,1,1.0,1626.7,0.65,0.3
61,1157,49,0,4.0,57295.02,0.52,1.09
71,2926,40,7,11.0,132495.06,0.41,-0.31
51,939,30,6,5.0,34101.58,0.19,1.18
39,1202,23,6,2.0,32063.4,0.48,0.62
25,1966,40,5,6.0,53253.05,0.38,-0.05
76,2351,47,4,9.0,141443.81,0.95,-0.87
47,461,53,9,2.0,29892.87,0.49,1.04
27,1465,39,5,6.0,75896.73,0.38,-0.28
23,720,23,1,1.0,24573.02,0.7,1.44
66,835,31,6,5.0,22838.88,0.99,2.35
46,2426,16,4,9.0,30072.53,0.34,-0.45
29,1688,12,4,7.0,19797.72,0.59,-1.47
36,2571,27,0,10.0,48515.36,0.38,-1.02
23,1845,15,2,6.0,15636.23,0.65,-0.88
29,616,38,0,1.0,25017.89,0.7,-0.08
43,2314,36,7,9.0,48208.36,0.43,-0.32
31,995,35,8,6.0,37098.67,0.05,0.38
52,1066,25,7,2.0,14934.43,0.62,0.16
37,2299,47,7,7.0,138836.16,0.29,-0.8
30,1216,45,9,3.0,74319.41,0.17,-0.65
23,1472,15,6,6.0,12863.1,0.66,0.85
76,1773,61,1,8.0,142548.28,0.19,0.36
52,213,33,2,1.0,8332.37,0.07,0.16
55,2637,45,1,12.0,66316.81,0.5,0.26
33,20,39,2,1.0,1157.07,0.37,0.81
25,1717,10,3,3.0,17518.67,0.04,0.76
43,2199,36,6,9.0,41605.46,0.37,1.38
21,2488,2,2,10.0,4594.17,0.13,0.15
72,2689,27,3,9.0,73686.46,0.64,0.77
41,323,36,2,3.0,8373.46,0.51,1.52
63,2223,56,7,9.0,99603.85,0.17,0.71
20,262,1,7,4.0,191.05,0.24,-0.15
35,1013,20,9,5.0,17961.24,0.23,-0.09
64,934,41,1,2.0,24433.88,0.75,-2.02
33,1210,28,1,1.0,49032.34,0.59,-0.87
66,2466,39,8,11.0,84511.98,0.61,-1.11
37,1579,25,5,5.0,28434.84,0.39,-0.86
59,619,21,9,3.0,6885.12,0.98,-0.29
77,2352,52,8,11.0,123767.81,0.09,0.92
75,2217,64,4,10.0,125488.11,0.47,-0.82
55,2349,39,5,10.0,133560.79,0.93,-1.33
23,1792,29,2,6.0,30191.94,0.49,-0.39
29,2158,21,9,10.0,64261.28,0.13,-1.01
21,2671,33,8,5.0,125734.72,0.99,-0.74
59,2883,42,1,9.0,150804.36,0.22,1.54
31,2911,12,6,10.0,18171.6,0.99,-0.96
69,1827,42,6,6.0,67217.04,0.63,-0.38
73,184,32,3,1.0,6753.39,0.48,0.55
26,2184,41,5,7.0,111880.22,0.81,0.75
28,2317,15,1,9.0,30634.22,0.66,0.19
72,2379,32,9,10.0,93276.31,0.12,0.77
45,1951,39,7,10.0,86288.08,0.73,0.2
30,912,27,4,3.0,36275.67,0.99,-0.64
38,390,46,8,3.0,22341.88,0.02,2.24
68,2961,50,0,10.0,138878.33,0.64,-0.31
26,1318,37,5,5.0,50884.85,0.91,-0.62
49,1367,44,2,5.0,36147.32,0.14,-1.06
32,851,41,8,3.0,26828.86,0.88,-0.33
69,1844,57,6,7.0,150007.35,0.01,1.14
47,1408,24,0,1.0,21817.79,0.82,0.12
27,1113,37,2,4.0,55441.84,0.44,-0.99
30,2309,16,3,9.0,34674.9,0.87,-1.08
62,1549,29,9,5.0,36362.75,0.25,-0.81
47,2359,53,1,8.0,125878.92,0.98,0.01
66,1771,47,8,6.0,64239.32,0.92,-1.15
30,771,12,7,3.0,9673.53,0.01,0.06
36,1639,25,6,7.0,31489.52,0.15,0.42
30,2605,9,5,11.0,33981.53,0.94,0.74
49,771,54,7,3.0,37657.29,0.65,-0.64
79,2721,30,9,12.0,52539.5,0.62,-0.72
73,2003,47,2,9.0,122021.36,0.35,0.02
79,514,58,4,5.0,23525.27,0.06,-0.28
78,200,35,6,4.0,8390.58,0.64,0.7
24,285,11,5,1.0,1871.44,0.65,0.45
48,420,35,7,1.0,9022.78,0.94,-0.58
59,1836,38,1,5.0,77821.2,0.4,1.97
46,686,27,7,5.0,25907.91,0.53,1.97
79,2205,59,3,9.0,176719.08,0.35,0.29
59,422,43,4,1.0,9250.14,0.8,1.06
40,258,23,0,1.0,8189.59,0.89,0.28
44,1946,17,7,9.0,25245.3,0.45,-1.02
79,1256,37,8,7.0,42477.39,0.18,1.18
20,356,31,1,1.0,16063.3,0.58,0.13
49,1567,23,4,5.0,39362.26,0.97,0.77
64,312,32,5,1.0,10019.76,0.96,-1.53
43,2283,23,7,4.0,67873.14,0.66,0.46
59,189,30,7,1.0,4395.42,0.07,-0.5
42,762,38,4,3.0,32582.1,0.42,-0.09
54,861,46,6,4.0,54841.5,0.43,0.15
67,1423,38,1,8.0,56119.46,0.74,-0.08
22,2109,17,1,6.0,41836.63,0.5,-0.95
55,2716,46,4,10.0,145197.76,0.54,0.91
35,268,42,9,1.0,11739.12,0.94,1.49
51,1085,24,1,1.0,25233.94,0.14,0.37
22,94,22,2,2.0,1823.01,0.44,-0.89
39,1896,16,3,9.0,27233.04,0.24,-0.9
57,1535,40,8,8.0,67856.94,0.62,0.89
67,2320,52,7,5.0,155500.05,0.29,1.62
50,815,48,7,5.0,21744.6,0.9,0.77
43,1400,24,5,5.0,17756.67,0.58,0.06
22,1790,29,9,7.0,29956.57,0.37,0.64
39,946,49,2,2.0,65375.66,0.76,1.63
47,671,45,2,2.0,35534.44,0.79,0.26
59,1674,26,5,5.0,51096.7,0.5,0.57
57,2586,58,5,11.0,196481.73,0.31,0.28
27,2026,6,7,8.0,6171.69,0.6,0.26
60,2909,38,2,9.0,112068.14,0.64,-0.63
61,549,28,6,3.0,17551.41,0.96,-1.78
29,130,5,0,1.0,450.75,0.09,-2.76
27,371,41,0,1.0,14661.37,0.6,1.16
65,1895,50,0,7.0,141226.45,0.68,-1.04
49,1594,16,8,9.0,18952.79,0.43,-0.83
24,2894,3,1,8.0,9379.37,0.65,-0.68
77,2651,34,4,7.0,81195.6,0.62,-0.44
75,713,55,3,6.0,53457.62,0.94,-0.68
47,2619,29,6,12.0,54233.06,0.17,0.74
60,970,54,1,5.0,33118.7,0.29,0.88
20,2833,19,6,12.0,66434.96,0.94,-1.68
51,2552,16,8,13.0,60637.44,0.99,-0.37
54,2096,42,9,8.0,64565.07,0.24,-1.79
37,868,9,4,1.0,4350.68,0.41,-0.06
27,1192,20,7,3.0,23224.01,0.25,-2.46
63,778,49,9,4.0,56434.02,0.83,-2.1
33,2829,16,2,11.0,24506.71,0.54,-0.94
42,2670,51,4,9.0,140619.72,0.95,0.06
73,2358,41,1,9.0,65618.88,0.02,-0.37
53,1706,46,2,10.0,90522.19,0.21,-0.91
66,340,52,2,1.0,9228.47,0.86,1.27
76,1898,49,0,3.0,102618.47,0.49,0.42
76,2754,60,9,10.0,158094.35,0.02,-0.16
79,431,59,8,2.0,29084.44,0.14,0.14
21,442,12,5,1.0,3335.49,0.69,-0.99
28,2908,40,1,10.0,138871.51,0.15,-1.19
42,100,40,4,1.0,2309.71,0.19,0.85
39,2925,31,1,9.0,120571.33,0.18,0.83
57,84,23,1,2.0,1448.78,0.98,1.27
58,1201,43,2,2.0,76564.26,0.62,0.05
36,2206,30,4,4.0,53263.27,0.11,-2.42
53,1824,26,7,8.0,47061.8,0.21,0.2
22,905,12,1,1.0,10788.12,0.89,1.32
78,1771,60,8,9.0,96886.02,0.9,0.81
74,1555,30,4,7.0,23710.19,0.64,-1.38
49,1871,17,1,7.0,27045.55,0.23,-0.12
57,1687,28,5,11.0,69324.91,0.1,0.13
57,1530,29,6,5.0,22809.76,0.85,-0.73
41,1270,17,1,2.0,14511.59,0.71,0.13
50,1420,42,9,6.0,61184.67,0.43,1.18
26,2903,26,9,11.0,92321.27,0.98,0.21
20,63,4,8,2.0,339.04,0.96,0.42
20,637,16,7,5.0,10312.98,0.24,0.07
42,335,12,0,3.0,2253.83,0.29,-1.25
51,2969,23,3,11.0,89469.43,0.13,0.45
48,2422,29,1,5.0,67201.73,0.97,1.42
48,105,49,2,1.0,4506.5,0.47,-0.7
22,2187,35,6,6.0,96547.46,0.42,-0.83
68,2497,38,4,9.0,74859.47,0.29,-0.75
65,1474,24,0,5.0,37537.27,0.03,-0.89
41,918,11,2,6.0,6148.84,0.47,-0.89
33,2170,8,1,8.0,16659.01,0.78,-1.15
66,635,46,6,1.0,39490.34,0.8,1.42
70,2886,52,2,10.0,93795.13,0.47,-0.08
55,1609,27,3,6.0,56363.14,0.74,1.06
27,735,20,6,5.0,12613.49,0.38,-0.06
58,2544,35,1,13.0,91047.15,0.24,1.34
26,1943,33,3,8.0,70128.53,0.85,-0.51
78,1177,48,1,4.0,75582.08,0.86,1.45
47,1491,43,6,2.0,71128.17,0.5,0.58
55,216,26,1,3.0,5502.46,0.33,0.32
55,1267,40,9,7.0,41295.25,0.4,-0.65
30,2433,42,0,11.0,140791.06,0.8,0.22
51,1797,20,4,9.0,19878.91,0.38,-0.42
40,2726,11,6,8.0,22270.31,0.21,-1.02
24,1542,18,9,4.0,15718.17,0.49,0.27
68,1185,28,0,2.0,28500.85,0.1,0.22
43,2215,20,1,7.0,52847.38,0.78,-0.86
48,1560,28,1,8.0,25855.24,0.26,-1.02
31,431,29,7,1.0,14448.43,0.51,0.2
71,1590,54,7,6.0,46540.84,0.94,1.64
66,672,60,3,1.0,35853.17,0.14,-0.71
71,1603,55,6,6.0,94000.91,0.07,1.07
56,262,20,4,1.0,7006.94,0.53,0.98
58,2868,34,7,12.0,94035.84,0.68,0.75
79,438,42,6,1.0,18136.73,1.0,0.95
79,2586,53,3,10.0,127480.05,0.99,-0.07
21,738,37,0,3.0,23834.4,0.15,0.23
61,2389,26,6,10.0,92481.01,0.62,-1.08
72,1543,66,7,7.0,143231.93,0.62,0.14
26,836,7,9,4.0,8156.99,0.51,-0.96
63,2469,38,8,7.0,110223.77,0.08,-0.02
30,1169,28,3,6.0,47737.92,0.94,0.04
76,2602,44,2,14.0,168216.52,0.49,1.36
27,1996,16,3,8.0,39735.3,0.32,-0.16
45,2705,32,8,8.0,85124.69,0.39,0.31
39,1875,11,6,3.0,20058.68,0.42,-1.54
49,729,48,6,2.0,47674.53,0.36,-0.21
20,2757,29,8,12.0,60449.97,0.52,0.43
47,2762,32,5,10.0,85255.56,0.08,0.3
72,2973,47,5,8.0,199868.52,0.93,-0.21
36,41,29,7,1.0,1517.31,0.47,-0.38
45,192,47,0,1.0,6125.45,0.53,0.87
28,2523,12,6,12.0,44922.42,0.06,0.65
79,1764,67,5,3.0,74991.45,0.84,0.11
46,2131,48,9,9.0,70573.61,0.84,-0.04
30,1515,22,1,8.0,24282.21,0.81,-0.32
60,2267,56,5,8.0,140415.26,0.18,1.88
56,2972,48,5,11.0,107464.84,0.04,-0.18
28,1755,27,2,7.0,27098.36,0.94,-1.56
78,2476,54,2,9.0,69081.75,0.74,-0.06
51,1927,18,0,6.0,31839.58,0.03,-1.93
26,1097,23,9,2.0,34540.83,0.33,0.35
30,322,6,8,1.0,1458.69,0.07,-0.75
45,1930,18,2,8.0,25942.5,0.02,-0.21
57,2454,56,4,10.0,203474.81,0.78,-0.74
37,281,21,0,2.0,4776.72,0.07,-2.11
58,2718,43,8,11.0,174637.34,0.51,-1.53
54,371,35,0,1.0,16015.53,0.88,0.39
61,340,51,2,1.0,24098.17,0.67,-0.46
57,2290,28,7,11.0,80478.02,0.25,-0.69
41,2360,33,0,9.0,46900.6,0.43,-0.13
45,1480,40,7,4.0,31210.17,0.02,0.44
46,2940,53,0,12.0,217702.83,0.21,0.41
76,660,68,9,4.0,53705.48,0.53,0.95
54,1486,41,4,9.0,65564.64,0.6,1.39
24,1485,4,3,5.0,8257.45,0.38,-1.12
54,2423,36,6,9.0,117965.1,0.55,0.41
55,2236,28,6,7.0,87905.3,0.2,0.78
62,2875,53,1,10.0,150100.99,0.9,-0.19
53,2048,32,7,5.0,87049.97,0.24,0.53
73,2397,35,7,12.0,82584.47,0.38,0.64
64,1913,43,4,5.0,98626.16,0.79,0.98
21,156,23,5,1.0,4975.46,0.22,-1.47
75,990,63,2,5.0,75283.6,0.68,-0.03
57,1609,43,3,3.0,36864.67,0.09,0.58
72,2780,48,0,9.0,93243.7,0.2,0.48
27,2853,35,6,13.0,110153.04,0.77,-0.95
74,1220,33,8,7.0,43462.75,0.74,-1.44
63,216,45,2,1.0,9966.54,0.71,0.88
62,2921,33,7,10.0,88351.81,0.95,1.76
43,2805,18,3,10.0,53779.9,0.99,0.84
35,2636,29,9,11.0,81977.48,0.57,0.4
51,687,42,0,4.0,17477.52,0.76,0.5
63,1505,42,7,7.0,63984.47,0.08,-1.13
26,211,43,1,1.0,10201.6,0.37,0.75
41,886,21,3,2.0,16989.29,0.21,-0.08
67,1769,49,2,6.0,86497.67,0.26,-1.27
44,2027,23,9,10.0,50957.81,0.99,0.88
30,2561,9,3,11.0,30928.98,0.58,2.03
55,1648,26,1,4.0,34112.29,0.12,-0.11
78,2661,30,9,9.0,59923.71,0.97,0.23
71,2898,30,1,9.0,84319.4,0.61,0.2
76,441,34,6,1.0,16847.77,0.51,0.88
67,10,52,8,1.0,298.29,0.64,-2.72
36,1896,20,3,3.0,21450.44,0.97,-0.98
28,2388,39,0,8.0,120680.34,0.32,-0.07
49,2408,29,0,8.0,70359.26,0.31,0.47
35,503,31,8,3.0,11691.54,0.45,-1.7
21,2264,11,8,9.0,32698.48,0.7,-0.4
20,1618,3,4,8.0,5162.3,0.59,0.08
76,1874,40,7,9.0,111430.4,0.1,0.33
79,2797,63,5,9.0,175742.11,0.62,1.16
74,1988,60,5,9.0,74980.59,0.46,-1.13
77,2981,63,0,14.0,252127.82,0.97,0.39
74,2185,56,9,5.0,65079.66,0.39,-1.18
69,478,61,7,4.0,35784.35,0.05,0.63
33,1624,19,3,2.0,17208.22,0.71,-1.07
29,2818,44,2,12.0,81324.2,0.46,-0.18
32,2294,36,0,9.0,93652.5,0.38,-0.27
35,1467,19,5,3.0,31113.75,0.9,-0.8
41,2501,20,6,9.0,49947.71,0.16,0.54
78,2862,63,1,12.0,238524.76,0.2,0.73
55,1863,38,4,6.0,64077.77,0.01,-1.33
34,2750,41,8,12.0,86977.97,0.56,-1.0
28,1910,12,7,9.0,34009.24,0.36,0.94
58,562,54,5,2.0,16572.67,0.12,-1.25
36,2774,37,6,13.0,102000.19,0.52,0.3
72,1394,30,3,6.0,53220.8,0.66,0.13
53,870,48,6,3.0,43705.12,0.03,1.2
76,1040,32,9,7.0,36182.62,0.95,-1.16
78,2871,52,4,12.0,216172.95,0.8,-1.09
77,1081,62,9,4.0,38183.26,0.05,-1.33
